,fight_id
289,e1e31a8dfa9c27f6
290,dfe14e13aa727a0c
291,5d9a3bfdcd28abb8
292,23e548f618dd0e5f
293,37a6fc5e69a7932d
294,cfa0dbc7534f3545
295,0a3e48cdd97267f4
296,0ccc86f7d0e84c3e
297,949619e1b1de9e5f
298,7ada9af99946d456
299,3bdacc82209b33f5
300,7200343d2e957cf3
301,dc24c4759651c6ad
302,0d9e9127c62811f9
303,57939328c1214107
304,054794810817c1cc
305,5081319e58f9759f
306,3e4b8bd71e8bceb2
307,745bdd823161da89
308,2e9ad55f2e2f7c56
309,86deadaab9905a03
310,a2e34655a41ba45c
311,22e10b23784e5efc
312,c2ddadfa1a1056be
313,ad62675e819e92fc
314,cfb189e326553f0a
315,6f1892ed71d943d7
316,05f6459d1f3ed13f
317,26173f6491300eaa
318,e8f4e8ff49678b44
319,1308213458d8596b
320,e255fc129f225a55
321,5c8d9d893d163d51
322,0b88d0c76f9cd7e4
323,5885445f39dac389
324,2fb1abeb337e0ccc
325,0b21755eb0897396
326,94b48b98d0292720
327,6ba9f6a7a9361354
328,76b9a338597fc604
329,dcf161082c849205
330,11f715fa5e825e51
331,a3820f1eb82f2ba6
332,f786136e55007e17
333,5632f2364016e879
334,74dae3d87a99cf5d
335,58e07add007685f8
336,573d3a6984cbcd29
337,3b209a2aee014ac2
338,407e1c6850e7022c
339,6cfab1da57d260f4
340,32b0e450b11b32fe
341,88d3b6b833e31712
342,54bbc7974df586a1
343,87daaa6db4f6940c
344,67db05bac9165722
345,4dc5039b21013b3a
346,fcfd2e6eed519cb9
347,e5872dfa5b93fcbb
348,c4c379b8f99fea88
349,ba4485ce4e8e3fe1
350,e5a9f75b1117d848
351,bb881d4ee6dfbf86
352,b76c0b0ed2926737
353,b5f70d0c88f12645
354,b9b0da84b243213f
355,ecb24300bb3bef8c
356,147e31abbe3927d0
357,abeaae1a64934178
358,7dbf23cb872edc9c
359,d4c314616eac8f8b
360,15def71ff1679e06
361,33d2a1dbb8a7fef5
362,7fd810af30144119
363,f3efc6121c5323ff
364,0e969ae805006d1f
365,819f51ef9d945a46
366,dccea04cc3567955
367,f3c42ce9fad55eb7
368,d292243c6499b2fe
369,94b1596c6ff9a25d
370,0f9be7ac405772f8
371,e16f42a666e163d8
372,6e0c1faaf40caf9a
373,cd8cdb539deaa47f
374,ce7cd2ec773bea7f
375,159646a9d2ae8ea5
376,7c76c752c7abf2e0
377,137646de0ffd9c35
378,0e8d5c16eb9cb1cf
379,08e48648e3504638
380,5d6fb4acfe5cc8a1
381,f8dd1e75978a3957
382,f2d9814936a6eb35
383,9ce56acac775d386
384,cfd47fddbb705f26
385,67ed3ad521ef619c
386,8a8fea2c10512434
387,9025e3c6b6d71253
388,75570ea2da94a4fb
389,1b8d366ac0f110f3
390,0f369d09416b9e34
391,0c3622569cd8062a
392,4f99b4a39925cb47
393,8b9e9f283e76b429
394,f00921c62315be96
395,9b39e15b42422a08
396,d851cbbbdfd05a49
397,1adee75d6c671cc8
398,f044802db5688bbe
399,90715135a543b6e3
400,7f0175f71481b63d
401,088b47d890b389e9
402,d333a6c34ff16397
403,b8b692aa2aae3310
404,e857ca0bc3b9fdcd
405,1109a8f2adc81ce0
406,cab532b4544580bd
407,e36b8b88646f72f8
408,7606d2f8d8b0e889
409,05061dd590c9eb34
410,97125cd6a94b6394
411,dfbb110855354039
412,58e72b1a38880ba9
413,dc38c78358e053c3
414,0ddf834a47533d15
415,c03b6b6ce5d03276
416,8bede5047e97d602
417,58584ccd0f63e3f3
418,f2cd665eab69876a
419,6fe8bce03a46350b
420,c6ca435e24c5f4e4
421,1c7ea3928c7d0ad8
422,de4c4997f1429dd1
423,5fdf6611815efdfb
424,20ba608a6e717f05
425,e9eab0fa03eecd9b
426,a6743d41b0b95271
427,1e9a2b197ebff074
428,03e5127d4832750c
429,3640defb8294bd37
430,a41384da70013373
431,767819f321431bed
432,0fcf42b68f2f0fa3
433,0170db5fad04e4d0
434,57dec2b07b75dada
435,2300ad7f87080ad7
436,ce0748519d5ea5c6
437,27bfb9205119f23b
438,58540b24ed77d31b
439,821a1c6f5d7fab14
440,81f2f2d4b0302590
441,adac148ee6fa3bf7
442,51461da4ba467901
443,b1e66cea3a4d4709
444,f039c93516e48253
445,906283a2adcbc3e0
446,ebe122e962d26fa4
447,8539c4b795d33a92
448,394ae51820bedd4c
449,46c050a827ee83d6
450,3094e82731ec55e7
451,312946f6b72ebd51
452,87f58feac6b50367
453,fbbba3da4438cb04
454,918103d82ecbed75
455,3ce634d03af7e14c
456,b2ca310c9d0037d3
457,d395828f5cb045a5
458,4e77cc2c8d604241
459,fcfaa28ed6888088
460,02f5621f480ad1d4
461,f0d4652f8edfbe6d
462,b9abcce29378e5cc
463,593f3b051aa82b0f
464,f2520dd5457ab293
465,3f810c3433dddb80
466,08244974cf39ae38
467,b70dfff154b135bf
468,e0b323dae5bf4c90
469,5cee1d8f1e43d6f5
470,c26a3f4c08333886
471,5bba49d88db7430f
472,dc45c8d70e256749
473,b3c74554c871fbf8
474,ea303a8e6e31f264
475,9fc6aba53508dc48
476,e2503ed6a1f9257d
477,2a1826612a7d739c
478,1a2d13834696c4ab
479,ef526567c4dcf371
480,b46f2f007b622bce
481,cf0a6466b762c668
482,891470d896b1de5a
483,d66a8591af39ca7b
484,4d607b6ddc77a34c
485,cd258394e8d58d04
486,60c441c5838dfac2
487,a70c43cafabc73c3
488,d671f436fab2a252
489,daa38964824f1b9f
490,467e08195b29e857
491,e8219ea7da46f67f
492,8a85dffa80e6c7bd
493,f5b49f4c5a27e53b
494,671f42536454e541
495,eba6055d217d5b99
496,0e3af9b5e1b3ae80
497,d9a218ac3e148541
498,e30b9829e42aa4ca
499,9d2f7d29bb9c9034
500,59861c3d19eb46ef
501,0bcb04163f8d8ead
502,533d0b5c0adfa15f
503,5fceb95c29d929bc
504,2b417eb1ffa56ac1
505,060987bb3025a0a8
506,9bc18b63b07bb328
507,6d48f75153e4ad6b
508,f882cf76a8bce308
509,02bdb7a5b2986571
510,3bd20b66b585d621
511,03c2707563915d7d
512,ecc23234e820458d
513,af5b940f2c686524
514,102fb91414fd24ab
515,801b3f24c670f19a
516,a02ffaf1fe462d28
517,96919cf8d3e988ff
518,9d98e1c0d62213cf
519,b41e3be867afd6fa
520,eab100e978c730c5
521,2dc48a745d6c662b
522,08426f06239d903c
523,f3e2038bfb9b5d9d
524,94c0819fde11364d
525,51218519be104794
526,d629aa5eb31a1e38
527,8725dc88f2e0a6f3
528,fae99a4089f8abb0
529,05cceae674c81b86
530,57961c6adebfb13d
531,be822403f364fff3
532,cefb47bcc04f540e
533,11f7bac5037a184c
534,cb56e868deaddac4
535,ed499508be1e5532
536,d3f44fedc561d2d5
537,5ab2a4fec735e0b2
538,326b843cb2b7fd94
539,a6441acec6718f03
540,037d2f426c916ffc
541,2ef54419defb2364
542,7dcd5d8a44a284e5
543,b88b170a7fe40544
544,6195d3e7c412c8a2
545,3fd3b871e83434c5
546,ed94cdc0f2b97e15
547,151c2bd6dfefb4b5
548,737e2781e4a7db5c
549,79161bde28636128
550,918c2efc59c1952e
551,901dbd1e6463c4ba
552,eed6c9aff2234b7a
553,36032308b7e86fd0
554,702759500d47a059
555,4eff0432bd364a23
556,32a8f38bd1d46e3e
557,760b5b16b4931a77
558,5868c154789648f0
559,ff467a5f06a91a0f
560,63dd38f0dcc2ee88
561,6087c50c5f95a677
562,96fe84d051847591
563,06f37329b223b451
564,2b8cae68963a40a9
565,997ab1ea9fab5643
566,47e49e04e32be7e9
567,b3bd27affa038e9c
568,f93f794247af708a
569,3637e661b6854b49
570,6ea23c2c30f85a89
571,9140e6fdeaa7cd3f
572,5a5a65d8df176506
573,75523d31940c9344
574,60e1b3ac3182f5b3
575,15aa55a91cf848cf
576,82177c0f91d9618a
577,efc40ec41114d8fa
578,36fcfd186a8d6df7
579,b5ec939fd1edf048
580,a0c82ba11a373008
581,ad5ef8d8678ff97f
582,c4eaeec8ac778b27
583,dd88960598219eba
584,98dd88d83f57c17a
585,d42410f6f1039ab5
586,1881b1e85cceee13
587,35d0ef51fede263c
588,30523303e8d85c25
589,e91f289f1b9f9519
590,3b8cac9910af1c61
591,bbc8e8a69e9bd106
592,b5365d22172e414b
593,b87863a2de433824
594,b9ff9ebe19ae6358
595,57d04160f5438654
596,d9501c6985c1b38d
597,fa3f04be9344804b
598,a3f89ad71e1caa81
599,652a956adab8ad0e
600,81af3b60203d92df
601,c04274c8caa505dd
602,c63edd25d2201a46
603,7afe2a15ae7359e9
604,57b111b54a2d2323
605,9e1ecdb9a8856a8c
606,aa232e53d285cc6d
607,094790e50afae55e
608,22307b580e0c8d0d
609,e6a0f19af995c432
610,80ce8f7d988d5e57
611,1800ffbb34ac7ed8
612,18e1b0df8da7010e
613,c3bb60dc82345a9f
614,3cd1f2c31b4e325a
615,071a1cd551b7b4d5
616,408fc024d3e91b0e
617,1317d7cd79495a0e
618,f820c6292e19d854
619,343749a2f7c5d78b
620,c8dfcbee63266273
621,495e64df4c4ce7a7
622,1af574c0814429ac
623,a7807ab56cb49cad
624,c814ef3b3a26e2fe
625,f0418c2c989a5cde
626,ac0a63ad13897564
627,7c40aa2cb6883a91
628,28deed0ab55ca350
629,f870cacadb058733
630,d5955b81c26230ff
631,a2af14e9dba37b03
632,216fddf542707629
633,a3e8ef1ce72a7d02
634,83f7c3b91a402306
635,515ecc54219bcc4c
636,a6c29d2cb319d923
637,d7cbe2f23d75afd1
638,241a0833e1c76804
639,3162ae3ccbf785ac
640,b2d05ae88f820421
641,41b75c9222c33cdf
642,89266a872e1f92d9
643,1f9a6f2120835615
644,1c91deb42b991d18
645,a4527094aa107b55
646,cc477d322638ba30
647,4ea4d0a73a90bfb0
648,3d9aeef58dd0b51b
649,0d1d7cfb2a48d5ec
650,d2dc6fb05ad78d80
651,0019ec81fd706ade
652,57d989702ae72dc1
653,7510b0c96f5707ea
654,93f3e9b9f093ad57
655,076c98ac0561521f
656,baf17e5e1fe1c744
657,9c3fb95a1558b38d
658,38d6c2538ce6ec4c
659,26d75187369ecf2c
660,74b44635535cb290
661,1e3d3545b6dd13a7
662,f61f5adf7e0a80c4
663,707ba52845d399c9
664,f3169b755afcdc5b
665,2d7f29ec900a8948
666,bed2710e06dabe6a
667,834f67e96612cd6f
668,25548d526c3a7587
669,6a0217099efee13f
670,c5b8a996eff18540
671,18dde81d45ac2232
672,70f01e9ff0b4e519
673,1d26ceb1c995655e
674,bac178dea57bd545
675,64bee58391921b4b
676,2556b7520536ce1d
677,0697d5520b74a8df
678,8cd7ca0e7b861b3d
679,fd0fd9a2d6ef8c4f
680,9dfac33cd3ae4afd
681,1cb7138b107b93b5
682,578987d534a0d205
683,83d59f5e52e0ac46
684,b8c21a311f3f7953
685,668d077ac9d7d3c9
686,57ff0eb2351979c4
687,476c31184332698e
688,975840814b233bcd
689,7410ac7e4e5acb74
690,b44531903be4729a
691,b6dad3a9bf911bfd
692,9c7b6a20f35fb708
693,9fa3623172adb4cd
694,d5e927306f5d859b
695,18d84b333b28de36
696,688908886d8ac900
697,0a3df9b1918cfc2f
698,951968aa52a84928
699,fc16ccf0994c6e50
700,62acea88e628c3ca
701,b2cdb4c34f37ad37
702,fd3e8f61d8fda839
703,c163ed45c21c8548
704,49b2a6a93d529981
705,953c89aa931082e4
706,ad878cdd4fa36a3a
707,52311c2cd0c84d67
708,d9c0351cd21e40e0
709,8cf6b22995c9efb8
710,c2b842fae4e9f1dc
711,4f7ec66199bba232
712,490724f8b3658f67
713,36d90f1812f0d432
714,8ae79d7967681db8
715,dadaee9624256e07
716,ece3a7a9e930ef9d
717,92b98afec5eb4e05
718,9d3a38cc18807e10
719,9de23eb1471e592b
720,14176809bcdafd01
721,462a95890423d3c6
722,241687ff5fe92331
723,acf658afda38d8af
724,01a4827b3596d111
725,357a34207d70da69
726,849eb47d349f3fe4
727,066756ea40b134a7
728,8accd04438b91262
729,77f123712368bcbc
730,bef4df43d6052a02
731,8e1ae2ae6694b131
732,2c7b788effdc1b4c
733,18aff757c54687f1
734,43496ff308e681a0
735,9a46f95c1c1e57f0
736,84d4b658851b7e0e
737,357cf8a9b6737625
738,55480808b1fa1f9c
739,b07188063c49b755
740,676561d9690ce31d
741,5f900e4437e079b3
742,8182dbc752c71137
743,09b91014bd88f815
744,5ff390f7bbf2bec8
745,060dfbc982c6c4ef
746,2e001d8c2f6106fc
747,a072be4f806d360f
748,6921344f8e706d0f
749,f2ce79565c0820dd
750,3e16a71836e85212
751,ea43a5fe4ff9a3c4
752,2eb56023c4a54504
753,2671de30a1736f51
754,fba7d6a42f137938
755,25e1d17d072227c6
756,29de6ddc42a2e674
757,8ebd6e9d41a51e31
758,445d0d44091b902a
759,51f955029dbf6978
760,9d80bd1f92d23dfa
761,7feadf01c5920285
762,aef94727eb3897df
763,f7cce33f6563dd72
764,8da94b2c1c0443d4
765,4dd3035430a5ed43
766,1019f2a9c012e949
767,1d8a86d37c7ef3d3
768,d93b589bcec80ffe
769,cb4dd24535ef2d94
770,4c489b3c9d14cbc9
771,975159720cfd0103
772,494042bf96730bc0
773,e139628170777bef
774,e96d929f8207a3e0
775,dbbd17b6995f014b
776,dc49373c52eedaa3
777,1d9f862a47540785
778,cd6b799ec79c489a
779,f4bd11655adeb078
780,326de7f7ec9e7035
781,60162c95d921d1ae
782,e3acb789f7dcd34c
783,f6ab2eec90980ac0
784,94560d1dc6248347
785,c4704eab5e2f51b8
786,240e9389cca3bd18
787,e186bd5e556f1b5e
788,7ed98f8d1ffae082
789,dbca9f6bb7290c0d
790,dfa2fda311df08cf
791,10b31e991c2d0d4e
792,25c4013fc187762a
793,bc1787883f9328be
794,68c77a11b2d308dd
795,d47fd8fc3886f86c
796,816662e622987a14
797,15ce105716441c54
798,88b1d4f951070f83
799,9d6b46a3cf5ec494
800,c92308bbd6107b11
801,f065dc596a08a258
802,96d33e46267d4eaf
803,017e0b7e864b0aa3
804,f711b3ec6bc3c407
805,dd51d1aed9536da6
806,bc01ce748a5723df
807,24bcade0007c2246
808,c5259566abc552b1
809,edc87836fd998929
810,75b1533cc3cafae9
811,138cb102906573f2
812,a7cf716f5d73b558
813,9b0de83b4e504bf6
814,aa6a9aeeb45577d4
815,b436dda934059631
816,60be02c5566c8348
817,37a8c442fb38db75
818,ad63c30e22e63344
819,2d42ef44ad2470e1
820,358468724d7d4322
821,8fcdfee81cc604e3
822,69c06be4f87ccdab
823,70af72a72b31fe4d
824,531d9676d767da66
825,feaffeb1af7e82ef
826,c48af5eafb532d0a
827,7dc551f8153bd053
828,7fe0cec2b0f1c146
829,00f4b6184f6315d0
830,e9f00c16810e0e61
831,f6a03399c7a721cd
832,934b44ddcb3d95e6
833,4e71dbef18157288
834,2418af6da44fd361
835,5fcf65d4de66c970
836,2b01da1699f0305f
837,966bf043577f8b6a
838,c770192a9f3261cd
839,8f5d5dd10a167cc0
840,c0982b3919cc74f0
841,3f8c6e31ebbe54bc
842,7ce7075951c9aa31
843,e460bf4db340ca9e
844,9ba051e0f5674108
845,aec1339028f3416c
846,4096b302747d47b3
847,8f1b727757a60c07
848,13129c1f044fdd47
849,b1da312483a974b3
850,f047e3605f8852d8
851,6e9cf53cd87e1b7e
852,ab4862ea4cbd0750
853,e4559c3cce6edec1
854,fa98e2b8dceca9bb
855,f81f8cfe30e0a1e9
856,cf4199c8517bc1fd
857,4127b45c3d546eef
858,323dc938d93a849b
859,fe0c844a671dd6d8
860,cd2ceb5530529c9f
861,56403d0fd259c5d9
862,17753b728e5404aa
863,a4446299c1f85d74
864,bf2a9732af50c84c
865,97c76d44699f7c93
866,a255ed658a2ac9bb
867,aa430402314b4459
868,82eb6fa58ae52428
869,4f9939af9a1d40a3
870,138c8807fef52564
871,2ca4a039c07acd38
872,a5acaa5f693529dd
873,c53cb796b4a4cdb8
874,93330422e1f2e0be
875,f993be991eea6016
876,e1bd72aba46f46a1
877,fedb6a1b15b05694
878,b58972ad7dcf65e6
879,a072481f307dc8aa
880,a4e210bcdcc1bf5b
881,d401522de73b7bee
882,9fb9af6599d67b1d
883,4fe799b4fa1afb76
884,083a6edd8bb21bc8
885,5782666ca117fa5b
886,65c1ca715dfdbe05
887,1f5178fe56c5423f
888,031647c36d12788f
889,04c9ebe419195f8b
890,476a6245b43f3119
891,f27e8d63f526d326
892,35f80e003d16a439
893,115fa6f5f3e51bbb
894,07c00213ec388e07
895,a08dffad240dc3d4
896,7b53967f282a0d0a
897,3d941525f5c623e3
898,8cf4836e2b43c241
899,413a4c217ee0193f
900,017c090e9e8d2957
901,2b038a467a89c73c
902,0febad4c4a3d69fc
903,707cb14717df5960
904,1218cba28d4dce94
905,e4bbec619aa04dea
906,73eff675e2aae30c
907,ad59540382d5b7f6
908,feaf740e3ae53b7c
909,e6b2d6d33968c66c
910,e939acbd9894c686
911,a6cc776330194937
912,3011439ecaf74180
913,c936527df280b8b4
914,003c84fc7c3fa028
915,a3731057c8775716
916,0bc354fbb6e99ab6
917,16a05f3c4a765f65
918,f0ca713121289d24
919,c68e57c19c82d500
920,3286d8406eff5c85
921,bda97d9a44a89d52
922,bcb697c4317f0997
923,721d870849de4a57
924,80e68a6453e15ab9
925,3256d907f58af95e
926,f08ccad48500eb2b
927,c2bcdcc472228768
928,3b6c18a966a2cea4
929,c300085cc08357b5
930,7c13de66ce543d84
931,470a3c1b89504258
932,103a7d8c4f17714b
933,2a2b00e9bfd089cc
934,a40c70d5a1a1be01
935,e458ace6a440b738
936,1b4374c9d7e5139c
937,23ba354e606df0ac
938,d9a797f632686568
939,0bc7e4852f75a06d
940,56f984ac83fb34cc
941,75bc89630027c601
942,87126427cfcaee52
943,9bfda7c26578aaac
944,e0d92694d8a2d38b
945,7dc87736c304b3dd
946,d22c19fd92426567
947,31b283a5559ad44d
948,c6b040021b4ceb0f
949,bf719cf83cab229b
950,2456c4550c26e5e8
951,23fd92555246d61e
952,8da5849a6e7307bf
953,75e580d5ea37c519
954,79da0eacafb22f86
955,b309cdde35310875
956,a0163cdde4ec785d
957,5c70b175f08ca141
958,b70e72f23446520a
959,1d8ee477e682a8fc
960,818b55b087013e64
961,f5a038c18f7a44fc
962,b7ff74563d034519
963,6173056f0e080ca6
964,7dc3ada8f2135477
965,93a081342561d0c3
966,b695fc80bd538172
967,3db15d45e8490c22
968,56ae02578b1163ee
969,9532ebf4d9405e65
970,ced0e31df74f27d6
971,eb096b0196a7ff65
972,3812b265afd78186
973,55b53fdad307b708
974,721b23d896a44e2e
975,971b3d35c302cf8f
976,8d70694ceeb0dc9a
977,0f9679fda36f7f41
978,0717bc30025f3656
979,469fba0129c95278
980,c6dd17ab89437805
981,e068f14acd47ed69
982,826fb989c0e6208e
983,40687c9412e0c279
984,8a8190f3f71408a4
985,437c6e18f41287f1
986,8cc4c597aecbfef5
987,44ab00737c3fb890
988,6ada4f4286e4261d
989,bcef35d6e0964f01
990,a2f4acc81f7886a2
991,9763e27bf80abe42
992,1b1792afe4457e83
993,710c7f8c7dc2af46
994,aeb0322f619213b1
995,4b1606ab1893c242
996,9cfad21ef1911728
997,aaad7e29825b3264
998,51808d929c84b8ae
999,fb34734f84d0a14d
1000,ddcfa590f4644240
1001,b776b08e2cc6aa0c
1002,858696528ab7035a
1003,583f2c3cd0e2385b
1004,6c9bf1d285cf5dd4
1005,5b9f545890407976
1006,851645c373f50e16
1007,97dabff880f33202
1008,ec149b086b0e7fac
1009,39fa341fb9161d6f
1010,bac3ac8d7330d05d
1011,7adaf85915993137
1012,3744d4cdaa6b242b
1013,e3826e06d68ed4af
1014,7a26c9407ef64e10
1015,8adc6266a7c2fd40
1016,0405e4446e8f239a
1017,cb010b41cd20a1ed
1018,4de28817db9fc9d8
1019,34c649f3f43a919b
1020,1db00b3e736c22bf
1021,244aa8f002274344
